customer_id,avg_transaction_amount,month_year,transaction_frequency,high_risk_transactions,risk_score,risk_level,customer_name,customer_email,customer_phone
139,2936.7200000000003,2024-08,1,0.0,0.2,Low,Ronald Duncan,markwilliams@hotmail.com,(274)664-0924
140,6809.58,2024-06,1,0.0,0.2,Low,Kevin Larson,dhill@gmail.com,391.788.3887
141,4063.65,2024-10,1,1.0,1.0,Low,Mary Jordan,richard81@yahoo.com,(437)796-8421
142,3769.74,2024-04,1,1.0,1.0,Low,Billy Lee,gwagner@austin-larson.com,990-370-1257x4142
142,3769.74,2024-04,1,1.0,1.0,Low,Billy Lee,gwagner@austin-larson.com,990-370-1257x4142
142,3769.74,2024-06,1,1.0,1.0,Low,Billy Lee,gwagner@austin-larson.com,990-370-1257x4142
142,3769.74,2024-06,1,1.0,1.0,Low,Billy Lee,gwagner@austin-larson.com,990-370-1257x4142
143,8439.966666666667,2023-11,1,1.0,1.0,Low,Mark Taylor,kelly85@weber.net,7073159635
143,8439.966666666667,2023-11,1,1.0,1.0,Low,Mark Taylor,kelly85@weber.net,7073159635
143,8439.966666666667,2023-11,1,1.0,1.0,Low,Mark Taylor,kelly85@weber.net,7073159635
143,8439.966666666667,2024-04,1,1.0,1.0,Low,Mark Taylor,kelly85@weber.net,7073159635
143,8439.966666666667,2024-04,1,1.0,1.0,Low,Mark Taylor,kelly85@weber.net,7073159635
143,8439.966666666667,2024-04,1,1.0,1.0,Low,Mark Taylor,kelly85@weber.net,7073159635
143,8439.966666666667,2024-10,1,1.0,1.0,Low,Mark Taylor,kelly85@weber.net,7073159635
143,8439.966666666667,2024-10,1,1.0,1.0,Low,Mark Taylor,kelly85@weber.net,7073159635
143,8439.966666666667,2024-10,1,1.0,1.0,Low,Mark Taylor,kelly85@weber.net,7073159635
145,3647.1733333333336,2023-12,1,1.0,1.0,Low,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859
145,3647.1733333333336,2023-12,1,1.0,1.0,Low,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859
145,3647.1733333333336,2023-12,1,1.0,1.0,Low,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859
145,3647.1733333333336,2024-04,1,1.0,1.0,Low,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859
145,3647.1733333333336,2024-04,1,1.0,1.0,Low,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859
145,3647.1733333333336,2024-04,1,1.0,1.0,Low,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859
145,3647.1733333333336,2024-06,1,1.0,1.0,Low,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859
145,3647.1733333333336,2024-06,1,1.0,1.0,Low,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859
145,3647.1733333333336,2024-06,1,1.0,1.0,Low,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859
146,1571.33,2024-09,1,1.0,1.0,Low,Kaitlyn Adams,jeremyhardin@hotmail.com,364.285.9214
147,9322.58,2023-12,1,1.0,1.0,Low,Amanda Gill,duanesims@hotmail.com,(232)546-8603x5483
149,5297.610000000001,2024-07,2,2.0,2.0,Medium,Timothy Fox,lrobinson@singleton.com,(140)408-0025x478
149,5297.610000000001,2024-07,2,2.0,2.0,Medium,Timothy Fox,lrobinson@singleton.com,(140)408-0025x478
150,9183.25,2024-02,1,1.0,1.0,Low,Benjamin Robinson DVM,howardmichael@gmail.com,001-163-971-2739
151,4905.835,2024-02,1,2.0,1.8,Medium,Cory Collins,laurapreston@hotmail.com,(378)285-3242x934
151,4905.835,2024-02,1,2.0,1.8,Medium,Cory Collins,laurapreston@hotmail.com,(378)285-3242x934
151,4905.835,2024-09,1,2.0,1.8,Medium,Cory Collins,laurapreston@hotmail.com,(378)285-3242x934
151,4905.835,2024-09,1,2.0,1.8,Medium,Cory Collins,laurapreston@hotmail.com,(378)285-3242x934
152,582.94,2024-08,1,0.0,0.2,Low,Robert Jackson,hensonmaureen@hotmail.com,283.275.7029
153,7540.1466666666665,2024-05,1,2.0,1.8,Medium,Karen Yang,bryansaunders@gmail.com,889.530.1735x15466
153,7540.1466666666665,2024-05,1,2.0,1.8,Medium,Karen Yang,bryansaunders@gmail.com,889.530.1735x15466
153,7540.1466666666665,2024-05,1,2.0,1.8,Medium,Karen Yang,bryansaunders@gmail.com,889.530.1735x15466
153,7540.1466666666665,2024-07,1,2.0,1.8,Medium,Karen Yang,bryansaunders@gmail.com,889.530.1735x15466
153,7540.1466666666665,2024-07,1,2.0,1.8,Medium,Karen Yang,bryansaunders@gmail.com,889.530.1735x15466
153,7540.1466666666665,2024-07,1,2.0,1.8,Medium,Karen Yang,bryansaunders@gmail.com,889.530.1735x15466
153,7540.1466666666665,2024-09,1,2.0,1.8,Medium,Karen Yang,bryansaunders@gmail.com,889.530.1735x15466
153,7540.1466666666665,2024-09,1,2.0,1.8,Medium,Karen Yang,bryansaunders@gmail.com,889.530.1735x15466
153,7540.1466666666665,2024-09,1,2.0,1.8,Medium,Karen Yang,bryansaunders@gmail.com,889.530.1735x15466
154,9308.24,2024-04,1,1.0,1.0,Low,Nancy Flowers,davidharris@roberts.com,(928)152-0513
155,4764.46,2024-06,1,1.0,1.0,Low,Christopher Anderson,xgordon@gmail.com,372.326.4228x8018
155,4764.46,2024-06,1,1.0,1.0,Low,Christopher Anderson,xgordon@gmail.com,372.326.4228x8018
155,4764.46,2024-08,1,1.0,1.0,Low,Christopher Anderson,xgordon@gmail.com,372.326.4228x8018
155,4764.46,2024-08,1,1.0,1.0,Low,Christopher Anderson,xgordon@gmail.com,372.326.4228x8018
156,997.305,2024-05,2,1.0,1.2000000000000002,Medium,Steven Hunt,swansonstephanie@coleman-richardson.net,630.969.4814
156,997.305,2024-05,2,1.0,1.2000000000000002,Medium,Steven Hunt,swansonstephanie@coleman-richardson.net,630.969.4814
158,6393.84,2024-06,1,1.0,1.0,Low,Shannon Allen,ostanley@hotmail.com,957.181.0720x718
158,6393.84,2024-06,1,1.0,1.0,Low,Shannon Allen,ostanley@hotmail.com,957.181.0720x718
158,6393.84,2024-08,1,1.0,1.0,Low,Shannon Allen,ostanley@hotmail.com,957.181.0720x718
158,6393.84,2024-08,1,1.0,1.0,Low,Shannon Allen,ostanley@hotmail.com,957.181.0720x718
159,9831.19,2024-05,1,0.0,0.2,Low,Jeffrey Lawson,umartin@gmail.com,001-491-223-2033
160,5505.933333333333,2024-01,1,3.0,2.6000000000000005,Medium,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700
160,5505.933333333333,2024-01,1,3.0,2.6000000000000005,Medium,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700
160,5505.933333333333,2024-01,1,3.0,2.6000000000000005,Medium,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700
160,5505.933333333333,2024-02,1,3.0,2.6000000000000005,Medium,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700
160,5505.933333333333,2024-02,1,3.0,2.6000000000000005,Medium,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700
160,5505.933333333333,2024-02,1,3.0,2.6000000000000005,Medium,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700
160,5505.933333333333,2024-10,1,3.0,2.6000000000000005,Medium,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700
160,5505.933333333333,2024-10,1,3.0,2.6000000000000005,Medium,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700
160,5505.933333333333,2024-10,1,3.0,2.6000000000000005,Medium,Sylvia Hess DVM,dramirez@burns.biz,001-758-743-3067x8700
161,7020.76,2024-08,1,1.0,1.0,Low,Timothy Moore,brownlori@hotmail.com,612.990.5106x5110
162,7557.105,2024-07,1,1.0,1.0,Low,Bryan Galloway,wgilbert@wells.com,179.270.0687x2274
162,7557.105,2024-07,1,1.0,1.0,Low,Bryan Galloway,wgilbert@wells.com,179.270.0687x2274
162,7557.105,2024-11,1,1.0,1.0,Low,Bryan Galloway,wgilbert@wells.com,179.270.0687x2274
162,7557.105,2024-11,1,1.0,1.0,Low,Bryan Galloway,wgilbert@wells.com,179.270.0687x2274
164,9203.33,2024-11,1,0.0,0.2,Low,Scott Fernandez,jgonzalez@hotmail.com,+1-621-160-7073x79198
167,4364.525,2024-01,1,2.0,1.8,Medium,Joshua Wolf,stephenhall@hood.com,(382)448-0216x7672
167,4364.525,2024-01,1,2.0,1.8,Medium,Joshua Wolf,stephenhall@hood.com,(382)448-0216x7672
167,4364.525,2024-11,1,2.0,1.8,Medium,Joshua Wolf,stephenhall@hood.com,(382)448-0216x7672
167,4364.525,2024-11,1,2.0,1.8,Medium,Joshua Wolf,stephenhall@hood.com,(382)448-0216x7672
169,4259.863333333334,2024-01,1,2.0,1.8,Medium,Nathan Velasquez,johnhernandez@yahoo.com,(365)392-7782
169,4259.863333333334,2024-01,1,2.0,1.8,Medium,Nathan Velasquez,johnhernandez@yahoo.com,(365)392-7782
169,4259.863333333334,2024-01,1,2.0,1.8,Medium,Nathan Velasquez,johnhernandez@yahoo.com,(365)392-7782
169,4259.863333333334,2024-04,1,2.0,1.8,Medium,Nathan Velasquez,johnhernandez@yahoo.com,(365)392-7782
169,4259.863333333334,2024-04,1,2.0,1.8,Medium,Nathan Velasquez,johnhernandez@yahoo.com,(365)392-7782
169,4259.863333333334,2024-04,1,2.0,1.8,Medium,Nathan Velasquez,johnhernandez@yahoo.com,(365)392-7782
169,4259.863333333334,2024-11,1,2.0,1.8,Medium,Nathan Velasquez,johnhernandez@yahoo.com,(365)392-7782
169,4259.863333333334,2024-11,1,2.0,1.8,Medium,Nathan Velasquez,johnhernandez@yahoo.com,(365)392-7782
169,4259.863333333334,2024-11,1,2.0,1.8,Medium,Nathan Velasquez,johnhernandez@yahoo.com,(365)392-7782
170,2084.02,2024-03,1,0.0,0.2,Low,Michelle Alvarado,smithbarbara@hotmail.com,822.940.5894
171,3579.57,2024-07,1,0.0,0.2,Low,Alice Whitney,chapmanmark@yahoo.com,001-621-000-7899x38640
173,9735.81,2023-11,1,0.0,0.2,Low,Debbie Clay,kimberly14@hotmail.com,+1-923-877-2404x8801
174,5421.22,2024-08,1,2.0,1.8,Medium,Anthony Taylor,mckenziepayne@gmail.com,709-550-2288
174,5421.22,2024-08,1,2.0,1.8,Medium,Anthony Taylor,mckenziepayne@gmail.com,709-550-2288
174,5421.22,2024-11,1,2.0,1.8,Medium,Anthony Taylor,mckenziepayne@gmail.com,709-550-2288
174,5421.22,2024-11,1,2.0,1.8,Medium,Anthony Taylor,mckenziepayne@gmail.com,709-550-2288
175,2710.7233333333334,2024-01,1,1.0,1.0,Low,Anthony Gonzales,alvarezcheryl@bailey.com,897.398.0669x289
175,2710.7233333333334,2024-01,1,1.0,1.0,Low,Anthony Gonzales,alvarezcheryl@bailey.com,897.398.0669x289
175,2710.7233333333334,2024-01,1,1.0,1.0,Low,Anthony Gonzales,alvarezcheryl@bailey.com,897.398.0669x289
175,2710.7233333333334,2024-09,1,1.0,1.0,Low,Anthony Gonzales,alvarezcheryl@bailey.com,897.398.0669x289
175,2710.7233333333334,2024-09,1,1.0,1.0,Low,Anthony Gonzales,alvarezcheryl@bailey.com,897.398.0669x289
175,2710.7233333333334,2024-09,1,1.0,1.0,Low,Anthony Gonzales,alvarezcheryl@bailey.com,897.398.0669x289
175,2710.7233333333334,2024-10,1,1.0,1.0,Low,Anthony Gonzales,alvarezcheryl@bailey.com,897.398.0669x289
175,2710.7233333333334,2024-10,1,1.0,1.0,Low,Anthony Gonzales,alvarezcheryl@bailey.com,897.398.0669x289
175,2710.7233333333334,2024-10,1,1.0,1.0,Low,Anthony Gonzales,alvarezcheryl@bailey.com,897.398.0669x289
176,4309.09,2024-02,1,2.0,1.8,Medium,Julie Walker,ksanchez@lloyd.org,001-853-737-2857
176,4309.09,2024-02,1,2.0,1.8,Medium,Julie Walker,ksanchez@lloyd.org,001-853-737-2857
176,4309.09,2024-07,1,2.0,1.8,Medium,Julie Walker,ksanchez@lloyd.org,001-853-737-2857
176,4309.09,2024-07,1,2.0,1.8,Medium,Julie Walker,ksanchez@lloyd.org,001-853-737-2857
177,6886.895,2023-12,1,1.0,1.0,Low,Kimberly Martin,michele20@jackson.com,555.992.4221
177,6886.895,2023-12,1,1.0,1.0,Low,Kimberly Martin,michele20@jackson.com,555.992.4221
177,6886.895,2024-07,1,1.0,1.0,Low,Kimberly Martin,michele20@jackson.com,555.992.4221
177,6886.895,2024-07,1,1.0,1.0,Low,Kimberly Martin,michele20@jackson.com,555.992.4221
178,1987.2366666666667,2023-12,1,1.0,1.0,Low,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154
178,1987.2366666666667,2023-12,1,1.0,1.0,Low,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154
178,1987.2366666666667,2023-12,1,1.0,1.0,Low,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154
178,1987.2366666666667,2024-05,1,1.0,1.0,Low,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154
178,1987.2366666666667,2024-05,1,1.0,1.0,Low,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154
178,1987.2366666666667,2024-05,1,1.0,1.0,Low,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154
178,1987.2366666666667,2024-07,1,1.0,1.0,Low,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154
178,1987.2366666666667,2024-07,1,1.0,1.0,Low,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154
178,1987.2366666666667,2024-07,1,1.0,1.0,Low,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154
182,3084.57,2024-07,1,1.0,1.0,Low,Vickie Scott,kyledudley@gmail.com,022-735-4785x638
185,3171.245,2024-01,1,1.0,1.0,Low,Ashley Bauer,thompsonjavier@hotmail.com,(758)332-2033x3651
185,3171.245,2024-01,1,1.0,1.0,Low,Ashley Bauer,thompsonjavier@hotmail.com,(758)332-2033x3651
185,3171.245,2024-10,1,1.0,1.0,Low,Ashley Bauer,thompsonjavier@hotmail.com,(758)332-2033x3651
185,3171.245,2024-10,1,1.0,1.0,Low,Ashley Bauer,thompsonjavier@hotmail.com,(758)332-2033x3651
187,5788.545,2024-01,1,2.0,1.8,Medium,Linda Robinson,whitakerlisa@flores.com,800.813.2808x1058
187,5788.545,2024-01,1,2.0,1.8,Medium,Linda Robinson,whitakerlisa@flores.com,800.813.2808x1058
187,5788.545,2024-10,1,2.0,1.8,Medium,Linda Robinson,whitakerlisa@flores.com,800.813.2808x1058
187,5788.545,2024-10,1,2.0,1.8,Medium,Linda Robinson,whitakerlisa@flores.com,800.813.2808x1058
189,3272.73,2024-05,1,1.0,1.0,Low,Donna Hicks,dbarrera@hotmail.com,002.479.2685x766
190,1698.865,2024-03,1,2.0,1.8,Medium,Gina Lopez,kevin63@gmail.com,289.590.7508
190,1698.865,2024-03,1,2.0,1.8,Medium,Gina Lopez,kevin63@gmail.com,289.590.7508
190,1698.865,2024-09,1,2.0,1.8,Medium,Gina Lopez,kevin63@gmail.com,289.590.7508
190,1698.865,2024-09,1,2.0,1.8,Medium,Gina Lopez,kevin63@gmail.com,289.590.7508
191,5402.23,2024-04,1,0.0,0.2,Low,Mr. Justin Taylor,jstevens@edwards-neal.org,(490)760-1599
193,625.95,2024-07,1,0.0,0.2,Low,Manuel Chang,heatherjohnson@hotmail.com,526-184-6970
196,5620.5233333333335,2024-04,1,3.0,2.6000000000000005,Medium,Cristina Goodwin,sethwalker@hotmail.com,765.212.0001
196,5620.5233333333335,2024-04,1,3.0,2.6000000000000005,Medium,Cristina Goodwin,sethwalker@hotmail.com,765.212.0001
196,5620.5233333333335,2024-04,1,3.0,2.6000000000000005,Medium,Cristina Goodwin,sethwalker@hotmail.com,765.212.0001
196,5620.5233333333335,2024-09,1,3.0,2.6000000000000005,Medium,Cristina Goodwin,sethwalker@hotmail.com,765.212.0001
196,5620.5233333333335,2024-09,1,3.0,2.6000000000000005,Medium,Cristina Goodwin,sethwalker@hotmail.com,765.212.0001
196,5620.5233333333335,2024-09,1,3.0,2.6000000000000005,Medium,Cristina Goodwin,sethwalker@hotmail.com,765.212.0001
196,5620.5233333333335,2024-11,1,3.0,2.6000000000000005,Medium,Cristina Goodwin,sethwalker@hotmail.com,765.212.0001
196,5620.5233333333335,2024-11,1,3.0,2.6000000000000005,Medium,Cristina Goodwin,sethwalker@hotmail.com,765.212.0001
196,5620.5233333333335,2024-11,1,3.0,2.6000000000000005,Medium,Cristina Goodwin,sethwalker@hotmail.com,765.212.0001
197,3457.62,2024-03,1,0.0,0.2,Low,Andrew Livingston,norrisdiane@yahoo.com,+1-291-620-2966x3095
199,5820.926666666666,2024-05,1,3.0,2.6000000000000005,Medium,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328
199,5820.926666666666,2024-05,1,3.0,2.6000000000000005,Medium,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328
199,5820.926666666666,2024-05,1,3.0,2.6000000000000005,Medium,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328
199,5820.926666666666,2024-06,1,3.0,2.6000000000000005,Medium,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328
199,5820.926666666666,2024-06,1,3.0,2.6000000000000005,Medium,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328
199,5820.926666666666,2024-06,1,3.0,2.6000000000000005,Medium,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328
199,5820.926666666666,2024-08,1,3.0,2.6000000000000005,Medium,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328
199,5820.926666666666,2024-08,1,3.0,2.6000000000000005,Medium,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328
199,5820.926666666666,2024-08,1,3.0,2.6000000000000005,Medium,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328
201,2103.3,2024-08,1,1.0,1.0,Low,Sheena Sullivan,imarks@rowe.com,+1-794-552-4385x69153
203,5797.25,2024-06,1,0.0,0.2,Low,Amanda Floyd,wduarte@goodman-clark.com,989.262.8955x33633
205,420.03,2024-09,1,0.0,0.2,Low,Tina Young,bwalker@lee.com,994-610-1443x411
207,9484.7,2023-11,1,2.0,1.8,Medium,Nathan Green,kyledavis@hotmail.com,(264)312-5020x317
207,9484.7,2023-11,1,2.0,1.8,Medium,Nathan Green,kyledavis@hotmail.com,(264)312-5020x317
207,9484.7,2024-02,1,2.0,1.8,Medium,Nathan Green,kyledavis@hotmail.com,(264)312-5020x317
207,9484.7,2024-02,1,2.0,1.8,Medium,Nathan Green,kyledavis@hotmail.com,(264)312-5020x317
208,4210.36,2023-12,1,0.0,0.2,Low,Robert Cameron,richard84@wilson.biz,480.295.1133x065
209,9954.31,2024-05,1,0.0,0.2,Low,Alejandra Butler,jmcdowell@hotmail.com,+1-417-232-2735
210,6094.4,2024-10,1,1.0,1.0,Low,Alexis Holt,jacksonrachel@copeland-hall.com,0175102960
211,1816.67,2024-08,1,1.0,1.0,Low,Maria Fowler,fmiller@williams.com,692-987-1099x22547
212,5984.650000000001,2024-04,1,1.0,1.0,Low,Bryan Bennett PhD,alexa35@robinson-mullins.com,0510357140
212,5984.650000000001,2024-04,1,1.0,1.0,Low,Bryan Bennett PhD,alexa35@robinson-mullins.com,0510357140
212,5984.650000000001,2024-04,1,1.0,1.0,Low,Bryan Bennett PhD,alexa35@robinson-mullins.com,0510357140
212,5984.650000000001,2024-08,1,1.0,1.0,Low,Bryan Bennett PhD,alexa35@robinson-mullins.com,0510357140
212,5984.650000000001,2024-08,1,1.0,1.0,Low,Bryan Bennett PhD,alexa35@robinson-mullins.com,0510357140
212,5984.650000000001,2024-08,1,1.0,1.0,Low,Bryan Bennett PhD,alexa35@robinson-mullins.com,0510357140
212,5984.650000000001,2024-09,1,1.0,1.0,Low,Bryan Bennett PhD,alexa35@robinson-mullins.com,0510357140
212,5984.650000000001,2024-09,1,1.0,1.0,Low,Bryan Bennett PhD,alexa35@robinson-mullins.com,0510357140
212,5984.650000000001,2024-09,1,1.0,1.0,Low,Bryan Bennett PhD,alexa35@robinson-mullins.com,0510357140
213,5013.57,2024-01,1,1.0,1.0,Low,Cameron Stafford,matthew64@thomas-drake.com,(157)684-8272x2339
216,8480.02,2024-02,1,0.0,0.2,Low,Charles Martinez,daniel40@gmail.com,306.125.7546
217,5426.31,2024-10,1,1.0,1.0,Low,Andrew Golden,alexanderrichard@rose.com,+1-652-615-1317x21098
218,1946.99,2024-07,1,0.0,0.2,Low,Molly Thomas,jade09@gmail.com,263-888-9866x0418
220,6318.276666666668,2024-04,1,0.0,0.2,Low,Edward Powers,joel77@hotmail.com,+1-033-769-0423x0783
220,6318.276666666668,2024-04,1,0.0,0.2,Low,Edward Powers,joel77@hotmail.com,+1-033-769-0423x0783
220,6318.276666666668,2024-04,1,0.0,0.2,Low,Edward Powers,joel77@hotmail.com,+1-033-769-0423x0783
220,6318.276666666668,2024-06,1,0.0,0.2,Low,Edward Powers,joel77@hotmail.com,+1-033-769-0423x0783
220,6318.276666666668,2024-06,1,0.0,0.2,Low,Edward Powers,joel77@hotmail.com,+1-033-769-0423x0783
220,6318.276666666668,2024-06,1,0.0,0.2,Low,Edward Powers,joel77@hotmail.com,+1-033-769-0423x0783
220,6318.276666666668,2024-09,1,0.0,0.2,Low,Edward Powers,joel77@hotmail.com,+1-033-769-0423x0783
220,6318.276666666668,2024-09,1,0.0,0.2,Low,Edward Powers,joel77@hotmail.com,+1-033-769-0423x0783
220,6318.276666666668,2024-09,1,0.0,0.2,Low,Edward Powers,joel77@hotmail.com,+1-033-769-0423x0783
222,9964.43,2024-04,1,0.0,0.2,Low,John Ware,erin10@hotmail.com,240.134.8379
223,6647.48,2024-03,1,1.0,1.0,Low,Dawn Wilson,emilymendez@yahoo.com,884-151-7168x4844
224,6821.33,2024-03,1,1.0,1.0,Low,Jonathan Collins,ashley80@gmail.com,001-996-863-3145x9870
225,2861.53,2024-04,1,1.0,1.0,Low,Robert Ware,hudsonjason@johnson.org,(481)634-6156
227,8394.68,2024-09,1,0.0,0.2,Low,Julie Potts,matthewsthomas@leon.info,(434)954-5027x02493
228,1910.4,2024-05,1,0.0,0.2,Low,Andrew Krause,qlopez@phillips-thompson.org,330-739-9164
230,6592.695,2024-04,1,0.0,0.2,Low,Gabriela Clark,ytorres@norris.com,214.892.5644
230,6592.695,2024-04,1,0.0,0.2,Low,Gabriela Clark,ytorres@norris.com,214.892.5644
230,6592.695,2024-05,1,0.0,0.2,Low,Gabriela Clark,ytorres@norris.com,214.892.5644
230,6592.695,2024-05,1,0.0,0.2,Low,Gabriela Clark,ytorres@norris.com,214.892.5644
231,3729.47,2024-09,1,1.0,1.0,Low,Lauren Miller,jeremiah55@rodriguez-rodriguez.com,8165715272
234,6216.57,2024-09,1,0.0,0.2,Low,Daniel Ortega,tmartin@yahoo.com,+1-093-304-0342x30293
239,2630.61,2024-05,1,1.0,1.0,Low,Karen Rice,katrina77@hotmail.com,(229)152-0653
240,3740.71,2024-03,1,1.0,1.0,Low,Jill Harding,deannamason@zuniga.org,+1-002-090-3419
242,2209.98,2024-10,1,1.0,1.0,Low,Patricia Carter,hpeck@kane.com,+1-700-182-6477x5669
243,5006.46,2024-07,1,0.0,0.2,Low,Seth Anderson,martinharry@gmail.com,+1-040-552-9452x7738
244,5153.8,2024-04,1,1.0,1.0,Low,Jack Barnes,gary66@morse.com,1977209803
245,5223.0650000000005,2024-07,1,2.0,1.8,Medium,Christina Waters,harrisandrea@gmail.com,495.376.6727
245,5223.0650000000005,2024-07,1,2.0,1.8,Medium,Christina Waters,harrisandrea@gmail.com,495.376.6727
245,5223.0650000000005,2024-11,1,2.0,1.8,Medium,Christina Waters,harrisandrea@gmail.com,495.376.6727
245,5223.0650000000005,2024-11,1,2.0,1.8,Medium,Christina Waters,harrisandrea@gmail.com,495.376.6727
246,3808.6866666666665,2024-08,1,2.0,1.8,Medium,Stephen Vega,adkinslisa@cole.com,(114)648-7212x935
246,3808.6866666666665,2024-08,1,2.0,1.8,Medium,Stephen Vega,adkinslisa@cole.com,(114)648-7212x935
246,3808.6866666666665,2024-08,1,2.0,1.8,Medium,Stephen Vega,adkinslisa@cole.com,(114)648-7212x935
246,3808.6866666666665,2024-10,1,2.0,1.8,Medium,Stephen Vega,adkinslisa@cole.com,(114)648-7212x935
246,3808.6866666666665,2024-10,1,2.0,1.8,Medium,Stephen Vega,adkinslisa@cole.com,(114)648-7212x935
246,3808.6866666666665,2024-10,1,2.0,1.8,Medium,Stephen Vega,adkinslisa@cole.com,(114)648-7212x935
246,3808.6866666666665,2024-11,1,2.0,1.8,Medium,Stephen Vega,adkinslisa@cole.com,(114)648-7212x935
246,3808.6866666666665,2024-11,1,2.0,1.8,Medium,Stephen Vega,adkinslisa@cole.com,(114)648-7212x935
246,3808.6866666666665,2024-11,1,2.0,1.8,Medium,Stephen Vega,adkinslisa@cole.com,(114)648-7212x935
247,3236.3025,2024-01,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-01,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-01,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-01,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-05,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-05,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-05,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-05,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-07,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-07,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-07,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-07,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-08,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-08,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-08,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
247,3236.3025,2024-08,1,2.0,1.8,Medium,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545
248,6183.03,2024-02,1,1.0,1.0,Low,Thomas Rodriguez,harrisoncaleb@yahoo.com,802.329.9125x212
249,4506.906666666667,2023-11,1,1.0,1.0,Low,Janet Anderson DDS,wgreene@madden-garcia.com,(146)306-2186
249,4506.906666666667,2023-11,1,1.0,1.0,Low,Janet Anderson DDS,wgreene@madden-garcia.com,(146)306-2186
249,4506.906666666667,2023-11,1,1.0,1.0,Low,Janet Anderson DDS,wgreene@madden-garcia.com,(146)306-2186
249,4506.906666666667,2023-12,1,1.0,1.0,Low,Janet Anderson DDS,wgreene@madden-garcia.com,(146)306-2186
249,4506.906666666667,2023-12,1,1.0,1.0,Low,Janet Anderson DDS,wgreene@madden-garcia.com,(146)306-2186
249,4506.906666666667,2023-12,1,1.0,1.0,Low,Janet Anderson DDS,wgreene@madden-garcia.com,(146)306-2186
