transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_region,customer_risk_level,bank_id,bank_name,bank_region,bank_compliance_score,amount,currency,transaction_date,transaction_location,is_high_risk,is_valid_bank_id,z_score,transaction_count,avg_transaction_amount,max_transaction_amount,min_transaction_amount,high_risk_flag
252,468,Dawn Hanson,leonardjordan@dixon.biz,506.064.9597x55646,West,High,267,Bank 267,South,0.8,4613.5,USD,2024-05-06,Rebeccabury,False,True,-0.11419304595563969,2,2401.405,4613.5,189.31,False
253,542,Linda Phillips,rhondacook@cole.com,781-683-0156x994,South,Low,125,Bank 125,West,0.65,4914.22,USD,2024-11-17,Kyleville,False,True,-0.00821811420789201,2,3224.15,4914.22,1534.08,False
254,580,Jeff Munoz,timothybeck@cruz-jackson.com,9592219322,West,Low,322,Bank 322,West,0.91,460.83,USD,2024-04-14,Mathewsstad,False,True,-1.5776105766184454,3,6623.893333333333,9753.09,460.83,False
255,245,Christina Waters,harrisandrea@gmail.com,495.376.6727,North,Medium,164,Bank 164,North,0.64,4948.03,USD,2024-07-07,East Paigefurt,True,True,0.0036966651296688165,2,5223.0650000000005,5498.1,4948.03,False
256,458,Michael Marshall,greenvalerie@rodriguez.com,6894667386,South,Medium,479,Bank 479,South,0.67,8445.78,USD,2024-05-07,Port Markmouth,True,True,1.2363177662226597,3,6883.423333333333,8445.78,5069.65,True
257,146,Kaitlyn Adams,jeremyhardin@hotmail.com,364.285.9214,South,Medium,748,Bank 748,South,0.8,1571.33,USD,2024-09-21,North John,True,True,-1.1862659314140238,1,1571.33,1571.33,1571.33,False
258,46,Jennifer Saunders,michaelalvarez@hotmail.com,584-635-6115x14261,South,Medium,976,Bank 976,West,0.89,177.53,USD,2024-06-20,East Matthew,False,True,-1.6774466306359266,2,1340.7150000000001,2503.9,177.53,False
259,713,Arthur Carter,hilledward@zimmerman.com,383-975-2505,South,Medium,265,Bank 265,South,0.53,5561.8,USD,2023-12-01,South Rickeyville,False,True,0.21999166998074318,2,7757.73,9953.66,5561.8,False
260,987,Denise Maldonado,debramahoney@hotmail.com,990.690.9357,West,Medium,355,Bank 355,East,0.99,2042.59,USD,2024-05-15,South Briannaport,False,True,-1.0201920210141717,3,2684.98,5040.11,972.24,False
261,841,Hailey Miller,jasonschwartz@rodriguez-phillips.biz,(306)843-1747x77831,North,High,900,Bank 900,South,0.62,349.8,USD,2024-06-16,Maldonadobury,False,True,-1.61673799305883,3,2884.5966666666664,7183.23,349.8,False
262,199,Michelle Stafford,sanchezerik@hotmail.com,(926)029-5005x328,South,Low,767,Bank 767,East,0.87,1280.33,USD,2024-08-27,Brucefort,True,True,-1.2888154962537237,3,5820.926666666666,8385.43,1280.33,False
263,299,Mark Ritter,kcarpenter@hunter-jones.info,334-344-2995x2863,East,Low,627,Bank 627,North,0.59,8088.19,USD,2024-02-14,Danielsside,False,True,1.1103016188308095,2,7002.405,8088.19,5916.62,True
264,263,Travis Taylor,michael92@gmail.com,328-973-0519x543,North,Medium,960,Bank 960,East,0.75,4503.43,USD,2024-05-29,East Richardville,True,True,-0.1529821545532539,1,4503.43,4503.43,4503.43,False
265,390,Timothy Murphy,lowemelissa@yahoo.com,886.576.5455x980,East,Medium,279,Bank 279,West,0.93,715.49,USD,2024-07-11,New Anna,False,True,-1.4878673732436072,1,715.49,715.49,715.49,False
266,924,Shelby Howell,xporter@yahoo.com,+1-011-535-0504,North,Low,176,Bank 176,West,0.54,6913.32,USD,2024-05-20,North Douglas,False,True,0.696272727960644,2,4387.165,6913.32,1861.01,True
267,815,Andrew Strickland,monica17@haynes.info,375.328.9258x78520,South,Medium,615,Bank 615,North,0.52,231.34,USD,2024-04-22,Lake Danielfort,True,True,-1.6584837712406542,2,3185.475,6139.61,231.34,False
268,155,Christopher Anderson,xgordon@gmail.com,372.326.4228x8018,North,Low,3,"Morgan, Terry and Cortez",East,0.72,4323.75,USD,2024-08-22,Bernardtown,False,True,-0.2163021057917326,2,4764.46,5205.17,4323.75,False
269,190,Gina Lopez,kevin63@gmail.com,289.590.7508,West,High,766,Bank 766,East,0.67,2147.56,USD,2024-09-21,Lake Andrewborough,True,True,-0.9832001728312738,2,1698.865,2147.56,1250.17,False
270,593,Erica Marquez,newmanamber@vasquez.net,197.694.6104x539,East,Low,414,Bank 414,South,0.69,8046.96,USD,2024-11-10,Jonesville,True,True,1.0957720017918378,2,4352.155,8046.96,657.35,True
271,961,Christopher Miller,jeffreymartin@sullivan.biz,543-923-3932x446,East,High,944,Bank 944,North,0.76,9821.71,USD,2024-03-12,Jacksontown,False,True,1.7212010059129967,1,9821.71,9821.71,9821.71,True
272,732,Frank Harris,baileysara@gmail.com,083-837-8253,West,Low,557,Bank 557,West,0.58,5719.44,USD,2024-11-19,Lake James,False,True,0.2755446369956237,2,5964.51,6209.58,5719.44,False
273,28,Steven Pineda,fisherelizabeth@johnson.com,205.038.3471,West,Low,723,Bank 723,South,0.75,7010.93,USD,2024-07-08,Fisherfort,False,True,0.7306708826823043,2,3693.135,7010.93,375.34,True
274,267,Kenneth King,amanda04@hess.com,995-429-4119x1924,North,Medium,936,Bank 936,North,0.62,5501.76,USD,2024-07-25,Hessport,False,True,0.19883333364749375,2,4284.945,5501.76,3068.13,False
275,429,Matthew Patel,donald19@gmail.com,538.043.4194,South,Medium,433,Bank 433,East,0.84,8542.36,USD,2024-08-02,East Barbaramouth,True,True,1.2703529448213478,3,6193.44,9355.9,682.06,True
276,505,Lori Olson,zdowns@gmail.com,046.693.7705,East,Medium,81,Bank 81,South,0.86,5835.83,USD,2024-07-22,Robertfort,False,True,0.3165609388914749,3,3664.773333333333,5835.83,826.94,False
277,981,Danny Lewis,morganwoods@jacobson-harris.com,+1-533-977-8488x161,East,Medium,146,Bank 146,West,0.6,2569.61,USD,2024-07-09,New Josephborough,False,True,-0.8344680634134203,1,2569.61,2569.61,2569.61,False
278,44,Melanie Rose,nmcgee@jones.com,697-486-6117,South,Low,144,Bank 144,South,0.66,6793.69,USD,2024-10-09,Lake Coryhaven,False,True,0.6541146370954436,1,6793.69,6793.69,6793.69,True
279,309,Eric Howell,christine44@hotmail.com,(496)157-8335,South,High,202,Bank 202,West,0.83,6343.65,USD,2023-12-24,Port Robert,True,True,0.4955187396368232,1,6343.65,6343.65,6343.65,True
280,223,Dawn Wilson,emilymendez@yahoo.com,884-151-7168x4844,North,High,552,Bank 552,South,0.78,6647.48,USD,2024-03-15,Taylorville,True,True,0.6025896478335449,1,6647.48,6647.48,6647.48,True
281,826,John Petersen,taylorshari@king.net,001-433-377-0646x89416,South,Low,730,Bank 730,North,0.89,2299.1,USD,2024-08-01,South Taylorton,False,True,-0.929796870233995,2,1899.435,2299.1,1499.77,False
282,691,Ruth Lewis,fitzgeraldashley@long.com,+1-041-937-3363x7404,East,High,621,Bank 621,East,0.89,2657.98,USD,2023-12-02,Dianebury,True,True,-0.8033261216784229,1,2657.98,2657.98,2657.98,False
283,419,Heather Baldwin,jeffreyhall@kerr.com,792.559.0647,West,Medium,137,Bank 137,East,0.81,8953.74,USD,2024-06-23,South Jennifer,False,True,1.4153249035284117,1,8953.74,8953.74,8953.74,True
284,525,Brittany Wagner,ericrice@gmail.com,001-552-374-1094,South,High,235,Bank 235,East,0.79,9476.66,USD,2024-02-18,Robinsonland,False,True,1.5996040047173323,1,9476.66,9476.66,9476.66,True
285,454,Alexis Conway,smurphy@hotmail.com,958.236.5760x31320,West,High,868,Bank 868,West,0.72,291.24,USD,2024-05-19,Port Kenneth,False,True,-1.6373747714678089,2,4605.605,8919.97,291.24,False
286,838,Christine Ramirez,cle@hotmail.com,+1-028-786-7794,North,Medium,511,Bank 511,East,0.53,5490.4,USD,2024-03-08,Jamesborough,True,True,0.19483002417471354,2,6114.485,6738.57,5490.4,False
287,301,Timothy Contreras,gonzalezemily@hotmail.com,172-926-1775x0414,North,Medium,974,Bank 974,West,0.72,7056.83,USD,2024-03-07,Port Lesliefurt,True,True,0.7468462264147517,4,5271.78,9790.33,135.47,True
288,4,James Campbell,virginiamorgan@gmail.com,161-783-7589x5926,South,Low,450,Bank 450,South,0.62,3109.66,USD,2024-08-21,Russellland,False,True,-0.6441522816550702,4,4092.14,6185.55,2899.69,False
289,72,Bradley Lewis,rosarioashley@gmail.com,(337)929-1912x197,North,Low,405,Bank 405,East,0.82,7190.82,USD,2024-03-17,North Shannon,True,True,0.7940648387613887,3,7216.256666666667,7964.62,6493.33,True
290,127,Gina Rios,erictaylor@yahoo.com,+1-753-585-3701x467,North,Medium,523,Bank 523,North,0.59,4988.87,USD,2023-12-12,Jonesstad,False,True,0.018088844607515406,2,4818.65,4988.87,4648.43,False
291,247,Rachel Sims,jacob82@yahoo.com,067-869-5159x45545,North,Low,285,Bank 285,West,0.54,5667.24,USD,2024-05-01,New Luishaven,False,True,0.25714914804499717,4,3236.3025,5667.24,1603.76,False
292,126,Justin Bryant,chloe09@gmail.com,001-826-146-7775x183,West,Low,395,Bank 395,South,0.55,5438.63,USD,2024-09-30,Williamsborough,True,True,0.1765860689453279,1,5438.63,5438.63,5438.63,False
293,400,Mary Brewer,vchristian@yahoo.com,001-613-794-6849x582,South,Low,985,Bank 985,South,0.91,7321.32,USD,2024-02-20,Roytown,False,True,0.8400535611379552,4,5409.4975,9209.03,1070.63,True
294,551,Carol Berg,mercedes39@cooper.com,001-841-724-4814x355,West,Medium,617,Bank 617,North,0.75,4183.5,USD,2024-04-10,Hunterport,False,True,-0.2657267671964333,3,2076.4233333333336,4183.5,412.07,False
295,484,Jason Young,roberta53@warner.com,001-013-638-1936,East,Medium,533,Bank 533,East,0.52,6888.92,USD,2024-08-24,Lake Jorgefurt,True,True,0.6876740702902363,2,4575.385,6888.92,2261.85,True
296,717,Albert Freeman,jgarrett@hotmail.com,+1-043-668-0864x3696,North,Medium,260,Bank 260,East,0.8,6939.09,USD,2024-07-06,Lake Amy,False,True,0.7053541791150052,2,7480.545,8022.0,6939.09,True
297,351,Jeremy Blake,michaelaguilar@chandler.org,(534)725-6431x097,South,Low,776,Bank 776,West,0.54,8329.63,USD,2024-07-20,Brendaport,False,True,1.1953860412875006,2,7748.424999999999,8329.63,7167.22,True
298,747,Karen Hernandez,tmontoya@yahoo.com,(920)232-2031x871,East,High,787,Bank 787,West,0.54,1804.21,USD,2024-07-09,West Ryan,True,True,-1.104198087222033,1,1804.21,1804.21,1804.21,False
299,458,Michael Marshall,greenvalerie@rodriguez.com,6894667386,South,Medium,437,Bank 437,South,0.82,5069.65,USD,2024-09-23,Jessicaport,True,True,0.04655603996061138,3,6883.423333333333,8445.78,5069.65,False
300,216,Charles Martinez,daniel40@gmail.com,306.125.7546,North,Medium,848,Bank 848,North,0.58,8480.02,USD,2024-02-24,North Carlosport,False,True,1.2483840792814613,1,8480.02,8480.02,8480.02,True
301,439,Laura Fisher,vasquezanna@yahoo.com,321-713-3858x4239,South,Low,790,Bank 790,South,0.57,2480.82,USD,2024-11-02,Nathanport,True,True,-0.8657580148296298,1,2480.82,2480.82,2480.82,False
302,475,Isaac Hutchinson,nicholas33@hendricks-moran.org,947.254.5787x126,North,Low,610,Bank 610,South,0.97,7181.1,USD,2024-07-16,Stephanieshire,True,True,0.7906394718533412,3,4950.096666666667,7181.1,2886.41,True
303,290,Cory Thomas,aprilgonzalez@farmer.org,(332)866-8089x1070,North,Low,545,Bank 545,South,0.8,1095.79,USD,2023-12-09,Bakerside,False,True,-1.353848130946226,2,3803.95,6512.11,1095.79,False
304,965,Margaret Gomez,patricia24@blair-jennings.org,445.652.0719x618,West,High,278,Bank 278,North,0.57,5483.55,USD,2024-06-19,Taylorberg,True,True,0.19241605675494758,3,3935.476666666667,6296.23,26.65,False
305,802,Sarah Roberts,eclark@barnes.biz,528-482-3816,North,Low,947,Bank 947,South,0.66,6191.57,USD,2024-01-03,Ryanton,True,True,0.4419251388779863,2,6491.264999999999,6790.96,6191.57,True
306,503,Charles Willis,whitneylewis@allen.com,(362)423-2679x0834,South,High,882,Bank 882,East,0.65,3971.53,USD,2024-09-05,Robertborough,False,True,-0.3404258436880868,2,5411.17,6850.81,3971.53,False
307,586,Shane Stein,melissa69@petty-smith.com,001-681-148-8567x26618,North,Medium,805,Bank 805,North,0.75,3364.09,USD,2023-11-29,Yodermouth,False,True,-0.5544901312008954,1,3364.09,3364.09,3364.09,False
308,187,Linda Robinson,whitakerlisa@flores.com,800.813.2808x1058,West,High,927,Bank 927,East,0.71,5439.16,USD,2024-10-21,Kochville,True,True,0.17677284306685717,2,5788.545,6137.93,5439.16,False
309,718,Christopher Baxter,robertgibson@yahoo.com,+1-235-803-7906,North,Medium,152,Bank 152,South,0.64,1432.47,USD,2024-11-20,New Colin,False,True,-1.2352007512547134,2,5366.264999999999,9300.06,1432.47,False
310,780,Tanner Weaver,blackeric@yahoo.com,(133)576-2569x4880,North,Low,844,Bank 844,North,0.75,1773.87,USD,2024-07-26,East Robert,True,True,-1.1148900246695812,3,5278.843333333333,9452.52,1773.87,False
311,46,Jennifer Saunders,michaelalvarez@hotmail.com,584-635-6115x14261,South,Medium,247,Bank 247,East,0.95,2503.9,USD,2024-10-28,West Aaronmouth,True,True,-0.8576245304430309,2,1340.7150000000001,2503.9,177.53,False
312,267,Kenneth King,amanda04@hess.com,995-429-4119x1924,North,Medium,255,Bank 255,East,0.99,3068.13,USD,2024-07-11,Terriberg,True,True,-0.6587876198949076,2,4284.945,5501.76,3068.13,False
313,680,Monica Cook DDS,ginalawrence@hotmail.com,(595)951-2853x2957,West,High,612,Bank 612,East,0.9,5933.81,USD,2024-03-14,Scottshire,True,True,0.35108948309420285,1,5933.81,5933.81,5933.81,False
314,145,Dylan Simpson,lopeztimothy@gmail.com,001-606-475-5859,North,High,876,Bank 876,South,0.55,8411.99,USD,2024-04-27,Aguirreborough,False,True,1.224410034965156,3,3647.1733333333336,8411.99,248.69,True
315,990,Ebony Elliott,kaisernicole@gmail.com,001-018-612-6994x64402,East,Low,120,Bank 120,North,0.5,2798.56,USD,2024-04-02,Hardinland,False,True,-0.7537851669527699,1,2798.56,2798.56,2798.56,False
316,56,Joseph Vincent,xjohnson@alvarez.info,0602013700,South,Low,237,Bank 237,North,0.88,9515.56,USD,2024-04-18,South Jesse,True,True,1.6133125204295806,1,9515.56,9515.56,9515.56,True
317,714,Alexis Wilson,josewhite@gmail.com,(007)064-2235,West,Medium,202,Bank 202,West,0.83,7879.18,USD,2024-06-07,Mariastad,False,True,1.0366456581876975,4,5505.3625,7879.18,2764.94,True
318,646,Clayton Newman DDS,castillosamuel@watts-ross.info,884-187-7832,West,High,850,Bank 850,West,0.88,6411.68,USD,2024-08-29,East Stacy,False,True,0.5194927839531286,3,5183.626666666667,7133.35,2005.85,True
319,222,John Ware,erin10@hotmail.com,240.134.8379,East,Low,697,Bank 697,North,0.61,9964.43,USD,2024-04-10,South Wesleyberg,False,True,1.7714961052048253,1,9964.43,9964.43,9964.43,True
320,245,Christina Waters,harrisandrea@gmail.com,495.376.6727,North,Medium,282,Bank 282,East,0.82,5498.1,USD,2024-11-17,West Michael,True,True,0.19754353499693264,2,5223.0650000000005,5498.1,4948.03,False
321,866,Michelle Gray,eddieflores@gmail.com,001-033-263-5602,West,Medium,575,Bank 575,West,0.55,7262.49,USD,2024-06-22,South Candace,True,True,0.8193216336481972,2,5312.165,7262.49,3361.84,True
322,249,Janet Anderson DDS,wgreene@madden-garcia.com,(146)306-2186,North,Low,147,Bank 147,West,0.59,4906.96,USD,2023-11-28,South Sarahton,False,True,-0.0107765672688413,3,4506.906666666667,6058.5,2555.26,False
323,429,Matthew Patel,donald19@gmail.com,538.043.4194,South,Medium,514,Bank 514,North,0.53,9355.9,USD,2024-01-14,South Brittanychester,True,True,1.5570476973288712,3,6193.44,9355.9,682.06,True
324,594,Samantha Morgan,jcharles@mitchell-phillips.com,654-400-4698x520,South,Medium,992,Bank 992,West,0.91,1170.48,USD,2024-11-11,Port Crystalberg,True,True,-1.3275270759707032,2,3110.5550000000003,5050.63,1170.48,False
325,714,Alexis Wilson,josewhite@gmail.com,(007)064-2235,West,Medium,602,Bank 602,East,0.9,5466.56,USD,2023-11-26,Hendersonbury,False,True,0.18642871274592188,4,5505.3625,7879.18,2764.94,False
326,527,Michelle Thomas,cynthia85@gmail.com,902-220-3707x0830,East,High,463,Bank 463,West,0.93,1976.69,USD,2024-01-08,West Margaret,True,True,-1.0434154448043305,2,1265.65,1976.69,554.61,False
327,522,Danielle Martinez,twhite@olson-ingram.com,752-948-9910x0358,East,Medium,336,Bank 336,South,0.93,2951.02,USD,2024-11-04,Alexistown,False,True,-0.7000576526728364,1,2951.02,2951.02,2951.02,False
328,592,Christopher Caldwell,alexisdennis@hotmail.com,(307)404-3550x89746,West,High,365,Bank 365,West,0.76,8012.16,USD,2024-03-21,West Kathryn,False,True,1.08350834249142,1,8012.16,8012.16,8012.16,True
329,405,Travis Hill,mlopez@richardson.com,989-237-7752x478,South,High,214,Bank 214,East,0.86,9663.3,USD,2024-06-26,North Jessicaberg,True,True,1.6653766878158942,1,9663.3,9663.3,9663.3,True
330,714,Alexis Wilson,josewhite@gmail.com,(007)064-2235,West,Medium,651,Bank 651,North,0.54,5910.77,USD,2023-12-28,Priceside,True,True,0.34297009486771945,4,5505.3625,7879.18,2764.94,False
331,519,James Osborne,carrillodawn@yahoo.com,(403)134-3212,North,Low,422,Bank 422,East,0.61,4016.15,USD,2024-02-16,Taylorfort,True,True,-0.32470157707933284,3,3564.7033333333334,5045.59,1632.37,False
332,369,Lauren Johnson,jonathan82@anderson.com,001-394-298-2562x474,West,Low,17,Bank 17,South,0.93,9988.13,USD,2024-06-17,Carlosmouth,False,True,1.7798480800732128,3,4875.16,9988.13,179.78,True
333,994,Emily Walker,lawrence63@gmail.com,879-480-3557,West,Low,65,Bank 65,North,0.88,1756.98,USD,2024-03-03,Lake Lindaside,False,True,-1.1208421282783183,1,1756.98,1756.98,1756.98,False
334,402,Cynthia Browning,hoffmandwayne@washington.org,235-780-4029x959,South,Low,42,Bank 42,North,0.51,1423.22,USD,2024-10-31,Ellisonborough,False,True,-1.238460488281405,2,2871.94,4320.66,1423.22,False
335,344,Sylvia Perez,penaangelica@gmail.com,(219)993-1234x2115,North,Low,685,Bank 685,North,0.96,9525.79,USD,2024-08-13,Johnnyville,False,True,1.6169176133791006,1,9525.79,9525.79,9525.79,True
336,537,Alexa Shelton,cgriffin@mcconnell.com,364-665-2710,South,Low,971,Bank 971,South,0.83,5881.23,USD,2024-05-04,Henrytown,False,True,0.3325600806224795,3,5134.916666666667,6392.35,3131.17,False
337,343,Christopher Anderson,adamwarren@jones.com,+1-574-674-3982,North,Medium,189,Bank 189,West,0.86,6413.72,USD,2023-12-28,Lake Davidhaven,True,True,0.5202116881190151,5,5491.6,8419.59,903.03,True
338,242,Patricia Carter,hpeck@kane.com,+1-700-182-6477x5669,East,Medium,64,Bank 64,West,0.87,2209.98,USD,2024-10-30,Lake Daniel,True,True,-0.9612031149711566,1,2209.98,2209.98,2209.98,False
339,929,Roger Larson,ocantrell@gmail.com,914.465.4103,East,Low,439,Bank 439,West,0.59,9104.47,USD,2024-05-29,Michelleland,False,True,1.468442758883353,2,8374.08,9104.47,7643.69,True
340,295,Tonya Miller,randy98@martinez-chandler.net,297-161-8956x58451,South,Low,565,Bank 565,East,0.72,7804.25,USD,2024-06-17,Walkerton,False,True,1.010240026251482,1,7804.25,7804.25,7804.25,True
341,364,Jennifer Hawkins,calvinmiller@morales-phillips.com,(173)731-0780x121,West,High,884,Bank 884,South,0.56,5852.85,USD,2024-08-02,Jordanchester,False,True,0.3225588550205874,2,5942.705,6032.56,5852.85,False
342,424,Bobby Franklin,bstanton@gmail.com,(075)466-0319x67846,West,High,555,Bank 555,North,0.53,1810.19,USD,2024-08-19,Billyland,True,True,-1.1020907112847773,2,5415.045,9019.9,1810.19,False
343,963,Debbie Clark,beth61@edwards-williams.com,001-207-573-3262x842,East,Low,550,Bank 550,North,0.99,1164.52,USD,2024-05-05,Devonside,True,True,-1.3296274038279012,2,3423.54,5682.56,1164.52,False
344,929,Roger Larson,ocantrell@gmail.com,914.465.4103,East,Low,845,Bank 845,North,0.53,7643.69,USD,2024-08-29,North Clarence,False,True,0.9536580395481752,2,8374.08,9104.47,7643.69,True
345,844,Angela Buck,sallymueller@herrera-sanchez.biz,427.060.2064x7822,South,Low,775,Bank 775,South,0.93,1439.14,USD,2024-06-20,Katrinamouth,True,True,-1.2328502165554667,1,1439.14,1439.14,1439.14,False
346,273,Adam Caldwell,stephenkelley@robinson.biz,218.355.9831x529,South,Low,870,Bank 870,North,0.58,2024.4,USD,2024-10-10,Melindaland,False,True,-1.02660224982666,2,3774.58,5524.76,2024.4,False
347,482,Kimberly Owens,qsloan@powell.com,001-793-212-9887,North,Medium,458,Bank 458,East,0.8,3150.25,USD,2023-12-30,Port Cindy,False,True,-0.629848203177945,1,3150.25,3150.25,3150.25,False
348,220,Edward Powers,joel77@hotmail.com,+1-033-769-0423x0783,West,High,25,Bank 25,North,0.63,8740.75,USD,2024-04-23,East Annafurt,False,True,1.340266374953815,3,6318.276666666668,8740.75,2664.15,True
349,944,Alexa Brown,gonzalezemily@gmail.com,946.049.1185x93794,North,Low,602,Bank 602,East,0.9,8195.84,USD,2024-06-20,North Bridget,False,True,1.148237909741441,1,8195.84,8195.84,8195.84,True
350,158,Shannon Allen,ostanley@hotmail.com,957.181.0720x718,North,Low,304,Bank 304,North,0.86,7536.55,USD,2024-08-05,East Tyler,True,True,0.9159014746790158,2,6393.84,7536.55,5251.13,True
351,210,Alexis Holt,jacksonrachel@copeland-hall.com,0175102960,North,Low,879,Bank 879,East,0.67,6094.4,USD,2024-10-22,Sampsonland,True,True,0.4076820419175957,1,6094.4,6094.4,6094.4,True
352,633,Mary Vang,brittanygreene@hotmail.com,(599)379-6471,South,High,500,Bank 500,South,0.88,5704.22,USD,2024-05-19,North Lisa,False,True,0.27018104807170557,1,5704.22,5704.22,5704.22,False
353,141,Mary Jordan,richard81@yahoo.com,(437)796-8421,West,Low,620,Bank 620,West,0.95,4063.65,USD,2024-10-14,Trevorton,True,True,-0.30796238694226846,1,4063.65,4063.65,4063.65,False
354,667,John Williams,sparksjohn@wilson.info,(410)031-3251,East,Low,415,Bank 415,East,0.96,154.93,USD,2023-12-04,New Ashleymouth,True,True,-1.68541096110114,2,826.315,1497.7,154.93,False
355,664,Melvin Carr,williamsmelissa@sanders.com,415-887-4191,South,Low,738,Bank 738,East,0.81,6080.06,USD,2024-09-26,Powellshire,False,True,0.402628568516217,1,6080.06,6080.06,6080.06,True
356,291,Andrea Martinez,martha07@gmail.com,708-821-3193,South,Low,789,Bank 789,West,0.61,5144.52,USD,2024-02-05,Stephenmouth,False,True,0.07294052765665404,1,5144.52,5144.52,5144.52,False
357,167,Joshua Wolf,stephenhall@hood.com,(382)448-0216x7672,North,Low,306,Bank 306,South,0.64,2639.87,USD,2024-11-08,Kelseychester,True,True,-0.8097081581706805,2,4364.525,6089.18,2639.87,False
358,120,Melinda Rodriguez,andrewraymond@kirby.org,965.347.9719x27607,East,Low,560,Bank 560,South,0.81,5904.57,USD,2024-05-20,East Christopher,False,True,0.34078519004982866,3,5988.1466666666665,8034.61,4025.26,False
359,957,Lisa Olson,hollandryan@porter-johnston.com,859.561.2510,North,High,988,Bank 988,North,0.97,6103.91,USD,2024-05-24,New Angelaburgh,True,True,0.41103340398503757,2,5932.110000000001,6103.91,5760.31,True
360,789,Cassidy Quinn,mark61@gates.com,+1-926-775-9250x61960,East,Medium,327,Bank 327,West,0.77,3529.98,USD,2024-09-24,East Hannah,False,True,-0.4960298311622088,2,3201.205,3529.98,2872.43,False
361,683,John Carney,mitchelljulie@curry.com,796.477.4061,East,Medium,453,Bank 453,East,0.59,8674.97,USD,2024-05-05,Myersmouth,True,True,1.3170852396440023,1,8674.97,8674.97,8674.97,True
362,75,David Lopez,payers@smith.com,459.282.6939x66995,East,Low,546,Bank 546,West,0.54,1225.22,USD,2024-02-23,East Shaneberg,True,True,-1.3082364808527471,2,4078.445,6931.67,1225.22,False
363,735,Jamie Morgan,blaketiffany@james.biz,+1-726-707-2947x478,East,Medium,608,Bank 608,West,0.76,5704.01,USD,2024-01-04,Christophertown,True,True,0.27010704323109963,1,5704.01,5704.01,5704.01,False
364,484,Jason Young,roberta53@warner.com,001-013-638-1936,East,Medium,450,Bank 450,South,0.62,2261.85,USD,2024-07-28,North Edwardstad,True,True,-0.9429239193414823,2,4575.385,6888.92,2261.85,False
365,517,Timothy Murphy,brittany73@johnson.biz,001-734-225-3532,West,Medium,627,Bank 627,North,0.59,8868.4,USD,2024-05-12,Carterland,False,True,1.3852507459221575,1,8868.4,8868.4,8868.4,True
366,178,Tamara Castro,martinezmargaret@hotmail.com,001-946-118-0367x3154,North,High,408,Bank 408,South,0.73,602.48,USD,2024-05-15,Triciaville,True,True,-1.5276925496097051,3,1987.2366666666667,3463.89,602.48,False
367,708,Lisa Black,amyhopkins@mitchell-rogers.com,001-972-857-0562,West,High,845,Bank 845,North,0.53,9514.35,USD,2024-09-30,Port Nicoleton,False,True,1.6128861115860895,1,9514.35,9514.35,9514.35,True
368,392,Stephanie Young,phamilton@yahoo.com,664.276.5561x937,South,Low,36,Bank 36,South,0.81,7227.93,USD,2024-10-28,Farmerborough,False,True,0.8071425513084722,1,7227.93,7227.93,7227.93,True
369,513,Dawn Stevens,jenniferknight@boyd.com,194.917.5754,North,Medium,256,Bank 256,East,0.75,4342.14,USD,2024-01-30,Jasontown,False,True,-0.2098213961786669,3,3486.0933333333337,4342.14,2767.09,False
370,946,Jillian Molina,mcclurewendy@bernard.com,143-757-5189,East,Medium,745,Bank 745,West,0.89,4449.37,USD,2024-10-09,East Scottmouth,False,True,-0.17203311494924778,1,4449.37,4449.37,4449.37,False
371,851,Stephen Richards,charlesdustin@moore-curtis.biz,(693)086-0091,West,Medium,504,Bank 504,North,0.6,1372.39,USD,2024-05-17,Markchester,False,True,-1.2563731837480783,2,3747.17,6121.95,1372.39,False
372,679,Michael Watts,williamallen@osborn.com,273-474-2678,East,Medium,185,Bank 185,South,0.76,3924.17,USD,2024-03-29,East Kristinshire,False,True,-0.3571156972647473,1,3924.17,3924.17,3924.17,False
373,284,Jennifer Coleman,matthewallen@yahoo.com,526-769-3489x29813,East,Low,906,Bank 906,South,0.72,6981.48,USD,2023-12-06,Kristinfort,True,True,0.7202925847973242,1,6981.48,6981.48,6981.48,True
374,24,Carolyn Gilmore,andersonkelsey@gmail.com,(940)134-4137x57943,West,Low,480,Bank 480,North,0.77,6825.12,USD,2024-08-20,South Gary,True,True,0.665190694906137,1,6825.12,6825.12,6825.12,True
375,771,Jennifer Jimenez,hallstacey@allen.com,708.121.2556x504,West,Medium,655,Bank 655,East,0.84,2252.73,USD,2024-10-18,South Carl,False,True,-0.9461378438477988,4,5795.33,9648.45,2252.73,False
376,412,Sandra Cervantes,hberry@gmail.com,494.586.7750x3965,West,Low,784,Bank 784,West,0.66,8796.84,USD,2024-11-17,Jamieton,False,True,1.3600327154756664,2,7145.51,8796.84,5494.18,True
377,506,Destiny Montgomery,fullergeorge@vargas.com,4668886269,North,Low,148,Bank 148,South,0.88,5776.99,USD,2024-01-30,Terriland,True,True,0.2958254873616881,1,5776.99,5776.99,5776.99,False
378,246,Stephen Vega,adkinslisa@cole.com,(114)648-7212x935,West,Medium,943,Bank 943,North,1.0,3111.95,USD,2024-10-25,East Adrianmouth,False,True,-0.6433452764884623,3,3808.6866666666665,4942.58,3111.95,False
379,516,Henry Gilbert,julie23@yahoo.com,(060)484-3844,North,Medium,158,Bank 158,North,0.69,7233.76,USD,2024-05-08,Carlosborough,False,True,0.8091970666452951,1,7233.76,7233.76,7233.76,True
