transaction_id,customer_id,customer_name,customer_email,customer_phone,customer_region,customer_risk_level,bank_id,bank_name,bank_region,bank_compliance_score,amount,currency,transaction_date,transaction_location,is_high_risk,is_valid_bank_id
169,748,"Susan Zuniga",manderson@gmail.com,+1-384-538-6602x2093,West,High,39,"Bank 39",North,0.65,1556.59,USD,2024-01-15,"New Sarah",1,1
170,816,"Terri Garcia",tiffanywarren@gmail.com,(534)825-1290x326,West,Medium,999,"Bank 999",East,0.76,1015.55,USD,2024-04-30,"North Michael",1,1
171,442,"Paul Owens",reeveskenneth@yahoo.com,0378123862,West,High,875,"Bank 875",South,0.58,7084.10,USD,2024-01-18,"East Emilyview",1,1
172,350,"Linda Taylor",janetzimmerman@tran-crawford.com,238.818.2957,North,Low,600,"Bank 600",North,0.66,6001.63,USD,2024-11-08,Larryside,1,1
173,752,"John Smith",richardcurtis@mckay.com,001-693-796-5141x344,North,High,819,"Bank 819",North,0.9,4676.44,USD,2024-05-06,Jillmouth,0,1
174,457,"Amanda Smith",kimdonald@yahoo.com,706-895-4575x686,South,Low,546,"Bank 546",West,0.54,3302.83,USD,2024-10-08,Hillside,1,1
175,19,"Rebekah Alexander",raven28@holmes-reyes.com,859-332-7429x154,West,Low,399,"Bank 399",West,0.58,3355.63,USD,2024-02-16,Francesstad,1,1
176,72,"Bradley Lewis",rosarioashley@gmail.com,(337)929-1912x197,North,Low,995,"Bank 995",North,0.94,6493.33,USD,2024-03-29,Perryhaven,1,1
177,139,"Ronald Duncan",markwilliams@hotmail.com,(274)664-0924,South,Low,48,"Bank 48",East,0.7,5452.55,USD,2024-06-19,"Lake Stevenberg",0,1
178,357,"Kathryn Shelton",pnorman@bean-hampton.info,665-963-2490,West,High,898,"Bank 898",North,0.72,9995.90,USD,2024-11-16,Hudsonborough,1,1
179,294,"Jill Lynch",aaronwilson@gmail.com,(961)411-6582,North,High,49,"Bank 49",South,0.89,8710.94,USD,2024-09-21,Scottbury,1,1
180,540,"Alyssa Bush",lyonsjeff@porter.com,001-014-311-2623x522,East,High,19,"Bank 19",West,0.62,31.68,USD,2024-03-15,"North Suzanne",0,1
181,537,"Alexa Shelton",cgriffin@mcconnell.com,364-665-2710,South,Low,982,"Bank 982",South,0.88,3131.17,USD,2024-02-18,"East Sarafurt",1,1
182,798,"Gene Perry",douglaswood@williams.net,401-125-0291x33861,South,Low,393,"Bank 393",West,0.82,7436.33,USD,2024-07-07,"West Travis",1,1
183,784,"Jessica Rubio",christopherreilly@yahoo.com,(156)433-3418,East,High,807,"Bank 807",South,0.86,7294.25,USD,2024-04-05,Forbesmouth,1,1
184,850,"Brittney Murray",james30@gmail.com,402.842.6738x527,South,Medium,528,"Bank 528",South,0.62,7931.63,USD,2024-04-24,Garrettchester,0,1
185,481,"Jenna Payne",annaavila@hotmail.com,+1-383-428-5067x832,North,Low,713,"Bank 713",South,0.94,9104.14,USD,2024-02-21,Goodwinfurt,1,1
186,926,"Judith Kennedy",tamara54@rodriguez-mckee.net,690-076-0746x43091,South,High,301,"Bank 301",South,0.93,784.93,USD,2024-05-27,"Lake Natashaport",0,1
187,488,"Travis Murray",adamnewton@yahoo.com,+1-505-636-7226,South,Medium,58,"Bank 58",North,0.66,1585.55,USD,2024-04-14,Emilyfort,1,1
188,930,"Haley Harris",michaelstevens@simmons.com,970.198.2648,East,High,5,"Wilcox, Lynch and Weeks",South,0.51,9855.67,USD,2024-07-12,Brianville,0,1
189,789,"Cassidy Quinn",mark61@gates.com,+1-926-775-9250x61960,East,Medium,649,"Bank 649",North,0.65,2872.43,USD,2024-03-30,Mitchellview,0,1
190,466,"Angela Young",nicholeweber@cannon-mcdonald.com,423-339-9096x126,South,High,330,"Bank 330",North,0.54,2515.53,USD,2024-04-24,Brianville,0,1
191,169,"Nathan Velasquez",johnhernandez@yahoo.com,(365)392-7782,East,Medium,1007,"Bank 1007",North,0.92,3017.12,USD,2024-04-04,"South Brianland",1,1
192,608,"Kristy Stephens",shellyowens@gmail.com,959-549-2628x70404,North,High,933,"Bank 933",East,0.53,831.12,USD,2023-12-30,"North Kaitlynhaven",1,1
193,667,"John Williams",sparksjohn@wilson.info,(410)031-3251,East,Low,670,"Bank 670",North,0.72,1497.70,USD,2024-03-14,Lewisbury,0,1
194,376,"Scott Adams",olivia95@parrish-smith.net,025-302-8678,South,Low,736,"Bank 736",South,0.63,7312.29,USD,2024-08-31,Sandratown,0,1
195,831,"Samantha Thompson",suelong@yahoo.com,198-543-9211x50268,North,Low,138,"Bank 138",West,0.6,592.82,USD,2024-01-22,"North Thomas",1,1
196,553,"Erika Stewart MD",anthonyjessica@yahoo.com,4418100553,East,Medium,789,"Bank 789",West,0.61,6954.15,USD,2023-12-18,Barrettmouth,1,1
197,394,"Dawn Lopez",eburton@burke.net,+1-778-018-0606x21103,East,Medium,107,"Bank 107",North,0.6,9172.74,USD,2024-04-11,Nicholasland,0,1
198,31,"Scott Smith",melissacrawford@pierce-goodman.com,427.712.5672,West,Low,721,"Bank 721",East,0.69,8488.58,USD,2024-08-18,Rachelstad,0,1
199,431,"Sandra Mathis",christopher01@goodwin.com,840-677-4947x633,South,Medium,54,"Bank 54",West,0.81,1932.25,USD,2024-08-30,Evanstown,1,1
200,224,"Jonathan Collins",ashley80@gmail.com,001-996-863-3145x9870,North,High,854,"Bank 854",East,0.52,6821.33,USD,2024-03-05,"Port Michele",1,1
201,429,"Matthew Patel",donald19@gmail.com,538.043.4194,South,Medium,294,"Bank 294",South,0.54,682.06,USD,2024-09-18,"West Denise",0,1
202,53,"Brandon Maynard",carrilloamy@obrien.biz,+1-646-674-2040x52135,East,Medium,410,"Bank 410",North,0.95,823.07,USD,2024-04-08,"North Matthewchester",1,1
203,47,"Sarah Lewis",tiffanycook@hotmail.com,+1-482-369-7721x52330,East,High,765,"Bank 765",South,0.79,2714.18,USD,2024-02-15,Sharontown,1,1
204,800,"Benjamin Reyes",lopezshawn@gmail.com,1378525992,East,Medium,164,"Bank 164",North,0.64,6004.44,USD,2024-05-18,"New Jenniferbury",1,1
205,941,"Gabriela Davis",tnavarro@yahoo.com,001-374-191-1783x196,South,High,147,"Bank 147",West,0.59,3343.46,USD,2024-09-02,"New Christine",0,1
206,887,"Justin Davies",jgibbs@davis-erickson.com,+1-739-468-1517x0427,South,Medium,499,"Bank 499",West,0.54,7506.58,USD,2024-05-14,"Port Nicholasshire",1,1
207,806,"Brandon Schultz",ljohnson@mcdaniel-jones.biz,+1-119-152-4635x324,North,High,666,"Bank 666",East,0.79,1190.01,USD,2024-04-15,"Lake Stacey",1,1
208,433,"Amanda Lynch",karla16@yahoo.com,+1-368-504-0933,North,Low,110,"Bank 110",North,0.65,6391.30,USD,2024-02-16,"East Heather",0,1
209,681,"Sharon Perkins MD",rhughes@torres-jones.org,410.104.5192,West,High,545,"Bank 545",South,0.8,8462.91,USD,2023-11-28,"New Robert",0,1
210,156,"Steven Hunt",swansonstephanie@coleman-richardson.net,630.969.4814,North,Medium,218,"Bank 218",East,0.81,14.37,USD,2024-05-30,"South Gabriela",1,1
211,980,"Taylor Gaines",karenfrazier@gmail.com,(082)927-8978x31377,West,Low,111,"Bank 111",West,0.68,8721.51,USD,2023-12-11,"West Faith",1,1
212,414,"Jane Garcia",harveystacy@murillo-graham.org,481-800-9611x3300,East,Low,938,"Bank 938",East,0.93,3554.49,USD,2024-10-01,Gonzalezfurt,0,1
213,956,"Samantha Stanton",matthew35@carr.com,+1-653-158-0096x3140,South,Medium,939,"Bank 939",West,0.55,8857.61,USD,2024-10-22,Patriciaport,0,1
214,400,"Mary Brewer",vchristian@yahoo.com,001-613-794-6849x582,South,Low,746,"Bank 746",North,0.53,4037.01,USD,2024-06-07,"South Elizabethside",1,1
215,39,"Charles Barnes",kellykent@horne-marshall.com,080.534.1051,South,Low,846,"Bank 846",East,0.93,6524.94,USD,2024-08-05,Coxtown,0,1
216,989,"Ashley Herrera",howardmartha@gmail.com,+1-600-651-4781x189,West,Low,879,"Bank 879",East,0.67,6409.55,USD,2024-06-18,"West Lisaborough",1,1
217,777,"Anna Henson",molinastephen@baker.com,786.362.1700,West,Low,297,"Bank 297",South,0.72,5067.72,USD,2024-07-13,"South Shannonton",0,1
218,853,"Stephanie Coleman",fritzchristopher@olson-thompson.com,925-578-7080x9487,South,Low,850,"Bank 850",West,0.88,6649.57,USD,2024-11-03,Coleland,0,1
219,881,"Alyssa Roberts",rebeccahernandez@sanders.com,(647)175-9272,South,Medium,324,"Bank 324",West,0.71,9397.79,USD,2024-05-18,Freemanhaven,0,1
220,268,"Ryan Fox",brandy59@scott-west.com,(881)095-3994x808,South,High,554,"Bank 554",South,0.67,1806.41,USD,2024-04-11,Haleyville,1,1
221,400,"Mary Brewer",vchristian@yahoo.com,001-613-794-6849x582,South,Low,962,"Bank 962",South,0.9,1070.63,USD,2024-10-28,"Lake Nicoleburgh",0,1
222,536,"Matthew Cook",robin08@hotmail.com,001-405-138-5314x059,East,Low,739,"Bank 739",East,0.77,2692.99,USD,2024-09-06,Hardyborough,1,1
223,534,"Dwayne Mcdonald",michaelerickson@williams-maldonado.com,001-118-648-6658x827,West,Medium,666,"Bank 666",East,0.79,8269.02,USD,2023-11-23,"East Laurie",1,1
224,464,"Joshua Richard",davidwatson@hotmail.com,275.672.9478x31160,North,Low,123,"Bank 123",South,0.8,4875.58,USD,2024-09-18,"Lake Patrickside",1,1
225,850,"Brittney Murray",james30@gmail.com,402.842.6738x527,South,Medium,341,"Bank 341",West,0.63,894.85,USD,2024-10-15,"North Frankside",0,1
226,834,"Kimberly Thompson",schmidtalicia@lester.biz,001-934-267-0415x264,East,High,199,"Bank 199",North,0.63,6060.93,USD,2024-11-01,"South Tyler",1,1
227,4,"James Campbell",virginiamorgan@gmail.com,161-783-7589x5926,South,Low,873,"Bank 873",North,0.68,6185.55,USD,2024-11-19,"West Elizabethchester",0,1
228,268,"Ryan Fox",brandy59@scott-west.com,(881)095-3994x808,South,High,314,"Bank 314",East,1,8119.76,USD,2024-03-09,"Port Jonathan",0,1
229,941,"Gabriela Davis",tnavarro@yahoo.com,001-374-191-1783x196,South,High,588,"Bank 588",North,0.85,9505.54,USD,2024-09-19,Browntown,1,1
230,79,"Linda Simpson",denisewiley@hotmail.com,+1-105-601-8227x5633,North,Medium,808,"Bank 808",East,0.92,2103.46,USD,2024-07-16,Christopherhaven,0,1
231,117,"Yolanda Hardy",clarktraci@yahoo.com,582.878.3040,West,High,162,"Bank 162",West,0.91,1472.60,USD,2024-10-05,Lopezshire,1,1
232,176,"Julie Walker",ksanchez@lloyd.org,001-853-737-2857,West,High,123,"Bank 123",South,0.8,7954.56,USD,2024-02-05,Briannahaven,1,1
233,614,"James Schmidt",reedpatricia@thomas-perez.com,7986762019,North,High,386,"Bank 386",West,0.56,6886.38,USD,2024-08-06,"Lake Michael",0,1
234,348,"Kathleen Collins",marcussmith@yahoo.com,+1-396-556-5310x5643,South,Medium,44,"Bank 44",East,0.95,4915.54,USD,2024-10-15,"West Diane",1,1
235,159,"Jeffrey Lawson",umartin@gmail.com,001-491-223-2033,East,High,804,"Bank 804",South,0.67,9831.19,USD,2024-05-13,"New Stephanie",0,1
236,447,"Wanda Carter",larryburke@hotmail.com,001-999-905-2353x22709,South,High,128,"Bank 128",East,0.75,8230.38,USD,2024-06-08,"North Autumnburgh",0,1
237,134,"Michele Freeman DVM",wendymurray@hotmail.com,667-153-4934x36446,West,High,1,Figueroa-Green,South,0.81,3790.68,USD,2024-01-05,"North Ronald",0,1
238,611,"Sharon Crawford",brittney14@avila.com,(162)737-7482x4087,East,Low,677,"Bank 677",North,0.58,4561.89,USD,2024-10-04,"New Richardview",1,1
239,10,"Jared Harmon",ravila@hotmail.com,133.487.1656x55795,North,High,500,"Bank 500",South,0.88,3298.52,USD,2024-08-30,"East Scott",1,1
240,434,"Dr. Shawn Shepard",aliciajackson@lamb.biz,195-071-3264,North,High,594,"Bank 594",East,0.7,2428.29,USD,2024-08-28,Reyesberg,0,1
241,739,"Steven Ritter",lawrence93@gmail.com,001-061-853-6696x64973,East,Low,704,"Bank 704",North,0.92,8464.68,USD,2024-07-12,"Port Stevenberg",0,1
242,177,"Kimberly Martin",michele20@jackson.com,555.992.4221,South,Low,875,"Bank 875",South,0.58,7309.80,USD,2023-12-26,Brandonland,1,1
243,639,"Matthew Martinez",yhudson@yahoo.com,+1-687-809-2746x936,East,Low,508,"Bank 508",West,0.54,4805.80,USD,2024-08-05,Joeshire,1,1
244,212,"Bryan Bennett PhD",alexa35@robinson-mullins.com,0510357140,South,Medium,66,"Bank 66",East,0.62,7005.88,USD,2024-09-17,Williamfort,1,1
245,249,"Janet Anderson DDS",wgreene@madden-garcia.com,(146)306-2186,North,Low,30,"Bank 30",East,0.92,2555.26,USD,2024-10-22,"New Jonathan",1,1
246,687,"Anna Patterson",sarah51@yahoo.com,001-847-198-6323x0929,East,High,250,"Bank 250",West,0.83,5164.46,USD,2024-05-22,"New Andrew",1,1
247,445,"Anthony Hunter",millerjoshua@yahoo.com,001-456-207-0642,West,Medium,956,"Bank 956",East,0.95,1549.96,USD,2024-05-01,"New Zachary",0,1
248,670,"Jennifer Johnson",chambersjoseph@gibson.com,781.920.5200,North,High,223,"Bank 223",East,0.51,2428.46,USD,2024-05-16,"Lake Andrewton",0,1
249,911,"Gary Whitaker",rsalinas@moreno.com,738-350-3886x370,East,High,997,"Bank 997",South,0.7,3963.45,USD,2024-09-02,"New Danielle",1,1
250,913,"Martha Haynes",marymcconnell@gmail.com,+1-185-386-4531x210,South,Medium,601,"Bank 601",East,0.67,5122.28,USD,2024-01-09,Wilsonview,0,1
251,707,"Sarah Walker",adamscarol@hotmail.com,001-011-977-7346x987,West,Low,196,"Bank 196",North,0.58,1822.57,USD,2024-01-27,"South Breannafurt",1,1
252,468,"Dawn Hanson",leonardjordan@dixon.biz,506.064.9597x55646,West,High,267,"Bank 267",South,0.8,4613.50,USD,2024-05-06,Rebeccabury,0,1
253,542,"Linda Phillips",rhondacook@cole.com,781-683-0156x994,South,Low,125,"Bank 125",West,0.65,4914.22,USD,2024-11-17,Kyleville,0,1
254,580,"Jeff Munoz",timothybeck@cruz-jackson.com,9592219322,West,Low,322,"Bank 322",West,0.91,460.83,USD,2024-04-14,Mathewsstad,0,1
255,245,"Christina Waters",harrisandrea@gmail.com,495.376.6727,North,Medium,164,"Bank 164",North,0.64,4948.03,USD,2024-07-07,"East Paigefurt",1,1
256,458,"Michael Marshall",greenvalerie@rodriguez.com,6894667386,South,Medium,479,"Bank 479",South,0.67,8445.78,USD,2024-05-07,"Port Markmouth",1,1
257,146,"Kaitlyn Adams",jeremyhardin@hotmail.com,364.285.9214,South,Medium,748,"Bank 748",South,0.8,1571.33,USD,2024-09-21,"North John",1,1
258,46,"Jennifer Saunders",michaelalvarez@hotmail.com,584-635-6115x14261,South,Medium,976,"Bank 976",West,0.89,177.53,USD,2024-06-20,"East Matthew",0,1
259,713,"Arthur Carter",hilledward@zimmerman.com,383-975-2505,South,Medium,265,"Bank 265",South,0.53,5561.80,USD,2023-12-01,"South Rickeyville",0,1
260,987,"Denise Maldonado",debramahoney@hotmail.com,990.690.9357,West,Medium,355,"Bank 355",East,0.99,2042.59,USD,2024-05-15,"South Briannaport",0,1
261,841,"Hailey Miller",jasonschwartz@rodriguez-phillips.biz,(306)843-1747x77831,North,High,900,"Bank 900",South,0.62,349.80,USD,2024-06-16,Maldonadobury,0,1
262,199,"Michelle Stafford",sanchezerik@hotmail.com,(926)029-5005x328,South,Low,767,"Bank 767",East,0.87,1280.33,USD,2024-08-27,Brucefort,1,1
263,299,"Mark Ritter",kcarpenter@hunter-jones.info,334-344-2995x2863,East,Low,627,"Bank 627",North,0.59,8088.19,USD,2024-02-14,Danielsside,0,1
264,263,"Travis Taylor",michael92@gmail.com,328-973-0519x543,North,Medium,960,"Bank 960",East,0.75,4503.43,USD,2024-05-29,"East Richardville",1,1
265,390,"Timothy Murphy",lowemelissa@yahoo.com,886.576.5455x980,East,Medium,279,"Bank 279",West,0.93,715.49,USD,2024-07-11,"New Anna",0,1
266,924,"Shelby Howell",xporter@yahoo.com,+1-011-535-0504,North,Low,176,"Bank 176",West,0.54,6913.32,USD,2024-05-20,"North Douglas",0,1
267,815,"Andrew Strickland",monica17@haynes.info,375.328.9258x78520,South,Medium,615,"Bank 615",North,0.52,231.34,USD,2024-04-22,"Lake Danielfort",1,1
268,155,"Christopher Anderson",xgordon@gmail.com,372.326.4228x8018,North,Low,3,"Morgan, Terry and Cortez",East,0.72,4323.75,USD,2024-08-22,Bernardtown,0,1
269,190,"Gina Lopez",kevin63@gmail.com,289.590.7508,West,High,766,"Bank 766",East,0.67,2147.56,USD,2024-09-21,"Lake Andrewborough",1,1
270,593,"Erica Marquez",newmanamber@vasquez.net,197.694.6104x539,East,Low,414,"Bank 414",South,0.69,8046.96,USD,2024-11-10,Jonesville,1,1
271,961,"Christopher Miller",jeffreymartin@sullivan.biz,543-923-3932x446,East,High,944,"Bank 944",North,0.76,9821.71,USD,2024-03-12,Jacksontown,0,1
272,732,"Frank Harris",baileysara@gmail.com,083-837-8253,West,Low,557,"Bank 557",West,0.58,5719.44,USD,2024-11-19,"Lake James",0,1
273,28,"Steven Pineda",fisherelizabeth@johnson.com,205.038.3471,West,Low,723,"Bank 723",South,0.75,7010.93,USD,2024-07-08,Fisherfort,0,1
274,267,"Kenneth King",amanda04@hess.com,995-429-4119x1924,North,Medium,936,"Bank 936",North,0.62,5501.76,USD,2024-07-25,Hessport,0,1
275,429,"Matthew Patel",donald19@gmail.com,538.043.4194,South,Medium,433,"Bank 433",East,0.84,8542.36,USD,2024-08-02,"East Barbaramouth",1,1
276,505,"Lori Olson",zdowns@gmail.com,046.693.7705,East,Medium,81,"Bank 81",South,0.86,5835.83,USD,2024-07-22,Robertfort,0,1
277,981,"Danny Lewis",morganwoods@jacobson-harris.com,+1-533-977-8488x161,East,Medium,146,"Bank 146",West,0.6,2569.61,USD,2024-07-09,"New Josephborough",0,1
278,44,"Melanie Rose",nmcgee@jones.com,697-486-6117,South,Low,144,"Bank 144",South,0.66,6793.69,USD,2024-10-09,"Lake Coryhaven",0,1
279,309,"Eric Howell",christine44@hotmail.com,(496)157-8335,South,High,202,"Bank 202",West,0.83,6343.65,USD,2023-12-24,"Port Robert",1,1
280,223,"Dawn Wilson",emilymendez@yahoo.com,884-151-7168x4844,North,High,552,"Bank 552",South,0.78,6647.48,USD,2024-03-15,Taylorville,1,1
281,826,"John Petersen",taylorshari@king.net,001-433-377-0646x89416,South,Low,730,"Bank 730",North,0.89,2299.10,USD,2024-08-01,"South Taylorton",0,1
282,691,"Ruth Lewis",fitzgeraldashley@long.com,+1-041-937-3363x7404,East,High,621,"Bank 621",East,0.89,2657.98,USD,2023-12-02,Dianebury,1,1
283,419,"Heather Baldwin",jeffreyhall@kerr.com,792.559.0647,West,Medium,137,"Bank 137",East,0.81,8953.74,USD,2024-06-23,"South Jennifer",0,1
284,525,"Brittany Wagner",ericrice@gmail.com,001-552-374-1094,South,High,235,"Bank 235",East,0.79,9476.66,USD,2024-02-18,Robinsonland,0,1
285,454,"Alexis Conway",smurphy@hotmail.com,958.236.5760x31320,West,High,868,"Bank 868",West,0.72,291.24,USD,2024-05-19,"Port Kenneth",0,1
286,838,"Christine Ramirez",cle@hotmail.com,+1-028-786-7794,North,Medium,511,"Bank 511",East,0.53,5490.40,USD,2024-03-08,Jamesborough,1,1
287,301,"Timothy Contreras",gonzalezemily@hotmail.com,172-926-1775x0414,North,Medium,974,"Bank 974",West,0.72,7056.83,USD,2024-03-07,"Port Lesliefurt",1,1
288,4,"James Campbell",virginiamorgan@gmail.com,161-783-7589x5926,South,Low,450,"Bank 450",South,0.62,3109.66,USD,2024-08-21,Russellland,0,1
289,72,"Bradley Lewis",rosarioashley@gmail.com,(337)929-1912x197,North,Low,405,"Bank 405",East,0.82,7190.82,USD,2024-03-17,"North Shannon",1,1
290,127,"Gina Rios",erictaylor@yahoo.com,+1-753-585-3701x467,North,Medium,523,"Bank 523",North,0.59,4988.87,USD,2023-12-12,Jonesstad,0,1
291,247,"Rachel Sims",jacob82@yahoo.com,067-869-5159x45545,North,Low,285,"Bank 285",West,0.54,5667.24,USD,2024-05-01,"New Luishaven",0,1
292,126,"Justin Bryant",chloe09@gmail.com,001-826-146-7775x183,West,Low,395,"Bank 395",South,0.55,5438.63,USD,2024-09-30,Williamsborough,1,1
293,400,"Mary Brewer",vchristian@yahoo.com,001-613-794-6849x582,South,Low,985,"Bank 985",South,0.91,7321.32,USD,2024-02-20,Roytown,0,1
294,551,"Carol Berg",mercedes39@cooper.com,001-841-724-4814x355,West,Medium,617,"Bank 617",North,0.75,4183.50,USD,2024-04-10,Hunterport,0,1
295,484,"Jason Young",roberta53@warner.com,001-013-638-1936,East,Medium,533,"Bank 533",East,0.52,6888.92,USD,2024-08-24,"Lake Jorgefurt",1,1
296,717,"Albert Freeman",jgarrett@hotmail.com,+1-043-668-0864x3696,North,Medium,260,"Bank 260",East,0.8,6939.09,USD,2024-07-06,"Lake Amy",0,1
297,351,"Jeremy Blake",michaelaguilar@chandler.org,(534)725-6431x097,South,Low,776,"Bank 776",West,0.54,8329.63,USD,2024-07-20,Brendaport,0,1
298,747,"Karen Hernandez",tmontoya@yahoo.com,(920)232-2031x871,East,High,787,"Bank 787",West,0.54,1804.21,USD,2024-07-09,"West Ryan",1,1
299,458,"Michael Marshall",greenvalerie@rodriguez.com,6894667386,South,Medium,437,"Bank 437",South,0.82,5069.65,USD,2024-09-23,Jessicaport,1,1
300,216,"Charles Martinez",daniel40@gmail.com,306.125.7546,North,Medium,848,"Bank 848",North,0.58,8480.02,USD,2024-02-24,"North Carlosport",0,1
301,439,"Laura Fisher",vasquezanna@yahoo.com,321-713-3858x4239,South,Low,790,"Bank 790",South,0.57,2480.82,USD,2024-11-02,Nathanport,1,1
302,475,"Isaac Hutchinson",nicholas33@hendricks-moran.org,947.254.5787x126,North,Low,610,"Bank 610",South,0.97,7181.10,USD,2024-07-16,Stephanieshire,1,1
303,290,"Cory Thomas",aprilgonzalez@farmer.org,(332)866-8089x1070,North,Low,545,"Bank 545",South,0.8,1095.79,USD,2023-12-09,Bakerside,0,1
304,965,"Margaret Gomez",patricia24@blair-jennings.org,445.652.0719x618,West,High,278,"Bank 278",North,0.57,5483.55,USD,2024-06-19,Taylorberg,1,1
305,802,"Sarah Roberts",eclark@barnes.biz,528-482-3816,North,Low,947,"Bank 947",South,0.66,6191.57,USD,2024-01-03,Ryanton,1,1
306,503,"Charles Willis",whitneylewis@allen.com,(362)423-2679x0834,South,High,882,"Bank 882",East,0.65,3971.53,USD,2024-09-05,Robertborough,0,1
307,586,"Shane Stein",melissa69@petty-smith.com,001-681-148-8567x26618,North,Medium,805,"Bank 805",North,0.75,3364.09,USD,2023-11-29,Yodermouth,0,1
308,187,"Linda Robinson",whitakerlisa@flores.com,800.813.2808x1058,West,High,927,"Bank 927",East,0.71,5439.16,USD,2024-10-21,Kochville,1,1
309,718,"Christopher Baxter",robertgibson@yahoo.com,+1-235-803-7906,North,Medium,152,"Bank 152",South,0.64,1432.47,USD,2024-11-20,"New Colin",0,1
310,780,"Tanner Weaver",blackeric@yahoo.com,(133)576-2569x4880,North,Low,844,"Bank 844",North,0.75,1773.87,USD,2024-07-26,"East Robert",1,1
311,46,"Jennifer Saunders",michaelalvarez@hotmail.com,584-635-6115x14261,South,Medium,247,"Bank 247",East,0.95,2503.90,USD,2024-10-28,"West Aaronmouth",1,1
312,267,"Kenneth King",amanda04@hess.com,995-429-4119x1924,North,Medium,255,"Bank 255",East,0.99,3068.13,USD,2024-07-11,Terriberg,1,1
313,680,"Monica Cook DDS",ginalawrence@hotmail.com,(595)951-2853x2957,West,High,612,"Bank 612",East,0.9,5933.81,USD,2024-03-14,Scottshire,1,1
314,145,"Dylan Simpson",lopeztimothy@gmail.com,001-606-475-5859,North,High,876,"Bank 876",South,0.55,8411.99,USD,2024-04-27,Aguirreborough,0,1
315,990,"Ebony Elliott",kaisernicole@gmail.com,001-018-612-6994x64402,East,Low,120,"Bank 120",North,0.5,2798.56,USD,2024-04-02,Hardinland,0,1
316,56,"Joseph Vincent",xjohnson@alvarez.info,0602013700,South,Low,237,"Bank 237",North,0.88,9515.56,USD,2024-04-18,"South Jesse",1,1
317,714,"Alexis Wilson",josewhite@gmail.com,(007)064-2235,West,Medium,202,"Bank 202",West,0.83,7879.18,USD,2024-06-07,Mariastad,0,1
318,646,"Clayton Newman DDS",castillosamuel@watts-ross.info,884-187-7832,West,High,850,"Bank 850",West,0.88,6411.68,USD,2024-08-29,"East Stacy",0,1
319,222,"John Ware",erin10@hotmail.com,240.134.8379,East,Low,697,"Bank 697",North,0.61,9964.43,USD,2024-04-10,"South Wesleyberg",0,1
320,245,"Christina Waters",harrisandrea@gmail.com,495.376.6727,North,Medium,282,"Bank 282",East,0.82,5498.10,USD,2024-11-17,"West Michael",1,1
321,866,"Michelle Gray",eddieflores@gmail.com,001-033-263-5602,West,Medium,575,"Bank 575",West,0.55,7262.49,USD,2024-06-22,"South Candace",1,1
322,249,"Janet Anderson DDS",wgreene@madden-garcia.com,(146)306-2186,North,Low,147,"Bank 147",West,0.59,4906.96,USD,2023-11-28,"South Sarahton",0,1
323,429,"Matthew Patel",donald19@gmail.com,538.043.4194,South,Medium,514,"Bank 514",North,0.53,9355.90,USD,2024-01-14,"South Brittanychester",1,1
324,594,"Samantha Morgan",jcharles@mitchell-phillips.com,654-400-4698x520,South,Medium,992,"Bank 992",West,0.91,1170.48,USD,2024-11-11,"Port Crystalberg",1,1
325,714,"Alexis Wilson",josewhite@gmail.com,(007)064-2235,West,Medium,602,"Bank 602",East,0.9,5466.56,USD,2023-11-26,Hendersonbury,0,1
326,527,"Michelle Thomas",cynthia85@gmail.com,902-220-3707x0830,East,High,463,"Bank 463",West,0.93,1976.69,USD,2024-01-08,"West Margaret",1,1
327,522,"Danielle Martinez",twhite@olson-ingram.com,752-948-9910x0358,East,Medium,336,"Bank 336",South,0.93,2951.02,USD,2024-11-04,Alexistown,0,1
328,592,"Christopher Caldwell",alexisdennis@hotmail.com,(307)404-3550x89746,West,High,365,"Bank 365",West,0.76,8012.16,USD,2024-03-21,"West Kathryn",0,1
329,405,"Travis Hill",mlopez@richardson.com,989-237-7752x478,South,High,214,"Bank 214",East,0.86,9663.30,USD,2024-06-26,"North Jessicaberg",1,1
330,714,"Alexis Wilson",josewhite@gmail.com,(007)064-2235,West,Medium,651,"Bank 651",North,0.54,5910.77,USD,2023-12-28,Priceside,1,1
331,519,"James Osborne",carrillodawn@yahoo.com,(403)134-3212,North,Low,422,"Bank 422",East,0.61,4016.15,USD,2024-02-16,Taylorfort,1,1
332,369,"Lauren Johnson",jonathan82@anderson.com,001-394-298-2562x474,West,Low,17,"Bank 17",South,0.93,9988.13,USD,2024-06-17,Carlosmouth,0,1
333,994,"Emily Walker",lawrence63@gmail.com,879-480-3557,West,Low,65,"Bank 65",North,0.88,1756.98,USD,2024-03-03,"Lake Lindaside",0,1
334,402,"Cynthia Browning",hoffmandwayne@washington.org,235-780-4029x959,South,Low,42,"Bank 42",North,0.51,1423.22,USD,2024-10-31,Ellisonborough,0,1
335,344,"Sylvia Perez",penaangelica@gmail.com,(219)993-1234x2115,North,Low,685,"Bank 685",North,0.96,9525.79,USD,2024-08-13,Johnnyville,0,1
336,537,"Alexa Shelton",cgriffin@mcconnell.com,364-665-2710,South,Low,971,"Bank 971",South,0.83,5881.23,USD,2024-05-04,Henrytown,0,1
